,Address,Price,Bedroom,Bathroom,Carpark,Area
728,"6/21 JERSEY AVENUE, Leura NSW 2780","Price Guide $695,000 - $745,000",4 Beds,2 Baths,1 Parking,"3,971m² "
729,"81 Hearne Street, Googong NSW 2620","$695,000",4 Beds,2 Baths,2 Parkings,480m² 
730,"14 GALSTON CRESCENT, Leura NSW 2780","Price Guide: $695,000 - $745,000",3 Beds,2 Baths,1 Parking,828m² 
731,"3 Kiah Close, Ocean Shores NSW 2483","Price Guide $690,000 - $710,000",3 Beds,1 Bath,1 Parking,759m² 
732,"9 Bemboka Court, Tamworth NSW 2340","$689,000",4 Beds,2 Baths,1 Parking,"4,001m² "
733,"611 Lindsay Avenue, Albury NSW 2640","$689,000",3 Beds,2 Baths,2 Parkings,697m² 
734,"101 Pickworth Street, Thurgoona NSW 2640","$685,000",4 Beds,2 Baths,2 Parkings,863m² 
735,"10 Short Street, Lorn NSW 2320","$685,000",4 Beds,1 Bath,2 Parkings,N/A
736,"37 Cork Street, Gundaroo NSW 2620","$680,000",3 Beds,1 Bath,− 0 Parkings,"2,006m² "
737,"43 Station Street, Katoomba NSW 2780","$695,000",3 Beds,1 Bath,4 Parkings,746m² 
738,"22 Sovereign Crescent, Chittaway Bay NSW 2261",Contact Agent,4 Beds,2 Baths,1 Parking,552m² 
739,"1 Heavenly Ridge, Port Macquarie NSW 2444","$685,000",4 Beds,2 Baths,2 Parkings,686m² 
740,"18 Carlyon Street, Killarney Vale NSW 2261","Price Range $670,000 - $730,000",3 Beds,2 Baths,3 Parkings,800m² 
741,"54 Crest Road, Crestwood NSW 2620","$659,000",3 Beds,1 Bath,4 Parkings,892m² 
742,"D315/81-86 Courallie Avenue, Homebush West NSW 2140","$650,000 to $670,000",3 Beds,2 Baths,2 Parkings,N/A
743,"20 Kiah Court, Ocean Shores NSW 2483","$650,000",3 Beds,2 Baths,2 Parkings,847m² 
744,"49 Mount Street, Leura NSW 2780","$650,000 - $710,000",4 Beds,2 Baths,1 Parking,"1,107m² "
745,"26 Snailham Crescent, South Windsor NSW 2756","$650,000 - $695,000",5 Beds,2 Baths,1 Parking,610m² 
746,"24 Regent Street, Cessnock NSW 2325","PRICE RANGE: $650,000 - $700,000",4 Beds,3 Baths,4 Parkings,809m² 
747,"308/51 Loftus Crescent, Homebush NSW 2140",Contact Agent,2 Beds,2 Baths,1 Parking,N/A
748,"506/81a Lord Sheffield Circuit, Penrith NSW 2750",New Listing,3 Beds,2 Baths,2 Parkings,N/A
749,"25 Sparrow Street, Googong NSW 2620","$645,000",3 Beds,2 Baths,2 Parkings,350m² 
750,"5 Caroline Place, Queanbeyan NSW 2620","$640,000  - $680,000",4 Beds,2 Baths,2 Parkings,775m² 
751,"106/25-29 Smallwood  Avenue, Homebush NSW 2140","$635,000",2 Beds,1 Bath,1 Parking,N/A
752,"26 Blackbutt Street, Wyoming NSW 2250","$630,000 - $650,000",4 Beds,2 Baths,− 0 Parkings,757m² 
753,"49 Lancaster Parade, Bateau Bay NSW 2261","Auction guide $620,000",3 Beds,1 Bath,5 Parkings,N/A
754,"2/12 Victoria Street, Hall ACT 2618",By Negotiation,2 Beds,1 Bath,2 Parkings,N/A
755,"Upper Bobo Road, Brooklana NSW 2450","$650,000",4 Beds,3 Baths,− 0 Parkings,2ha 
756,"23 Palomino Road, Emu Heights NSW 2750","$599,000",4 Beds,1 Bath,2 Parkings,562m² 
757,"47 Kanimbla Street, Katoomba NSW 2780","Price Guide: $600,000 - $650,000",3 Beds,2 Baths,1 Parking,"1,797m² "
758,"4 Emerald Drive, Kelso NSW 2795",AUCTION - IF NOT SOLD PRIOR,5 Beds,3 Baths,2 Parkings,"1,223m² "
759,"9 Grafton Place, Jamisontown NSW 2750","$599,950 - $649,950",3 Beds,1 Bath,2 Parkings,587m² 
760,"5/21 Jersey Avenue, Leura NSW 2780","Price Guide: $595,000 - $625,000",3 Beds,1 Bath,1 Parking,N/A
761,"2 King Street, Hill Top NSW 2575","Price Guide $595,000 - $645,000",4 Beds,2 Baths,2 Parkings,753m² 
762,"1/240 Katoomba Street, Katoomba NSW 2780","$590,000",3 Beds,1 Bath,1 Parking,N/A
763,"5 Lorraine Avenue, Point Clare NSW 2250","$590,000 - $640,000",3 Beds,1 Bath,1 Parking,N/A
764,"5 Elm Close, Largs NSW 2320","$575,000",4 Beds,2 Baths,2 Parkings,850.4m² 
765,"824 Golflinks Terrace, Albury NSW 2640","$599,000",5 Beds,3 Baths,2 Parkings,772m² 
766,"3 Pearl Place, Sandy Beach NSW 2456","$570,000  - $595,000",4 Beds,2 Baths,3 Parkings,678m² 
767,"1/129 Pacific Drive, Port Macquarie NSW 2444","$569,000",3 Beds,2 Baths,2 Parkings,N/A
768,"1354 Solitary Island Way Sandy Beach, Coffs Harbour NSW 2450","$569,000",5 Beds,1 Bath,2 Parkings,1.21ha 
769,"587 Settlers Rd, Lower Macdonald NSW 2775","$550,000",2 Beds,1 Bath,3 Parkings,N/A
770,"2/2 Keats Avenue, Bateau Bay NSW 2261","$550,000",2 Beds,1 Bath,1 Parking,N/A
771,"1/2 Keats Avenue, Bateau Bay NSW 2261","$550,000",2 Beds,1 Bath,1 Parking,N/A
772,"14 Whistler Drive, Port Macquarie NSW 2444","$549,000 - $579,000",4 Beds,2 Baths,2 Parkings,688m² 
773,"1 Nioka Avenue, Malua Bay NSW 2536","$545,000",3 Beds,1 Bath,4 Parkings,822m² 
774,"51 Third Avenue, Katoomba NSW 2780","Price Guide $545,000 - $595,000",3 Beds,1 Bath,2 Parkings,"1,011m² "
775,"25 Berrys Head Road, Narara NSW 2250","$540,000 - $590,000",4 Beds,2 Baths,2 Parkings,759m² 
776,"15 Fitzgibbon Place, Karabar NSW 2620","$539,000",3 Beds,2 Baths,2 Parkings,681m² 
777,"90 Ross Road, Queanbeyan NSW 2620","$530,000 - $560,000",2 Beds,1 Bath,2 Parkings,683m² 
778,"1-4/ 98 Park Beach Rd, Coffs Harbour NSW 2450","$529,000",3 Beds,1 Bath,1 Parking,N/A
779,"4 Pioneer  Place, Thurgoona NSW 2640","$529,000",4 Beds,2 Baths,2 Parkings,N/A
780,"72 Railway Parade, Medlow Bath NSW 2780","Price Guide: $525,000 to $550,000",3 Beds,2 Baths,1 Parking,"1,811m² "
781,"37 Christopher Crescent, Karabar NSW 2620","$525,000",3 Beds,1 Bath,3 Parkings,607m² 
782,"12 Ibis Street, Tamworth NSW 2340","$525,000",4 Beds,2 Baths,2 Parkings,700m² 
783,"37 Christopher Crescent, Karabar NSW 2620","$525,000",3 Beds,1 Bath,3 Parkings,607m² 
784,"1-4/353 Buckingham  Street, North Albury NSW 2640","$545,000",6 Beds,4 Baths,4 Parkings,702m² 
785,"97 Illawong Avenue, Penrith NSW 2750",CONTACT AGENT,3 Beds,1 Bath,1 Parking,696m² 
786,"2/100 Gilmore Road, Queanbeyan West NSW 2620","$520,000 - $540,000",3 Beds,2 Baths,2 Parkings,511m² 
787,"42 BRILLIANT STREET, Bathurst NSW 2795","$540,000 - $560,000",3 Beds,2 Baths,2 Parkings,923m² 
788,"65/130 Reservoir Rd, Blacktown NSW 2148",$515000 Offers Invited,3 Beds,1 Bath,2 Parkings,N/A
789,"143 Pacific Drive, Port Macquarie NSW 2444","$539,000",3 Beds,1 Bath,1 Parking,495m² 
790,"339 Lieutenant Bowen Drive, Bowen Mountain NSW 2753","Neg $549,000",3 Beds,1 Bath,2 Parkings,676.6m² 
791,"9 Fergus Road, Karabar NSW 2620","$509,000",3 Beds,1 Bath,2 Parkings,758m² 
792,"5 Dunstan Street, Oran Park NSW 2570","Price Guide $499,000",511.2m² ,N/A,0,N/A
793,"369 Wollombi Road, Bellbird NSW 2325","$499,000",3 Beds,2 Baths,2 Parkings,658m² 
794,"70 Rupert Street, Katoomba NSW 2780","Price Guide $495,000 to $515,000",2 Beds,1 Bath,4 Parkings,807m² 
795,"2/6 Robina Grove, Forster NSW 2428","$495,000",3 Beds,2 Baths,2 Parkings,N/A
796,"38 Farnells Road, Katoomba NSW 2780","$495,000 - $540,000",2 Beds,1 Bath,1 Parking,834m² 
797,"40 Christopher Crescent, Batehaven NSW 2536","$490,000 - $520,000",5 Beds,2 Baths,− 0 Parkings,721m² 
798,"142 Uriarra Road, Crestwood NSW 2620","$490,000",4 Beds,1 Bath,− 0 Parkings,650m² 
799,"4/7 Peter Court, Jamisontown NSW 2750","$489,000",3 Beds,2 Baths,1 Parking,N/A
800,"8 North Street, Tamworth NSW 2340","$489,000",4 Beds,2 Baths,2 Parkings,998m² 
801,"5 Mayfield Street, Cessnock NSW 2325","$485,000",3 Beds,2 Baths,1 Parking,809m² 
802,"175 Evan Street, South Penrith NSW 2750","$480,000 - $520,000",3 Beds,1 Bath,1 Parking,645m² 
803,"4 Wombat Close, North Shore NSW 2444","$490,000",3 Beds,2 Baths,4 Parkings,691.3m² 
804,"12 Parkes Street, Tuncurry NSW 2428","$479,000",2 Beds,2 Baths,1 Parking,760m² 
805,"3 / 31 Waterworks Road, Rutherford NSW 2320","$475,000",3 Beds,2 Baths,2 Parkings,N/A
806,Rosemeadow NSW 2560,"Price Guide $470,000 - $510,000",3 Beds,1 Bath,1 Parking,350m² 
807,"13/71-73 Faunce Street West, Gosford NSW 2250","$470,000 - $500,000",2 Beds,2 Baths,1 Parking,N/A
808,"4/151 Stafford Street, Penrith NSW 2750","$465,000 - $495,000",3 Beds,1 Bath,1 Parking,N/A
809,"26 Redgum Circuit, Aberglasslyn NSW 2320","Price Guide $465,000 - $490,000",4 Beds,2 Baths,2 Parkings,512m² 
810,"4/31 Waterworks Road, Rutherford NSW 2320","$455,000",3 Beds,2 Baths,2 Parkings,N/A
811,"5/31 Waterworks Road, Rutherford NSW 2320","$455,000",3 Beds,2 Baths,2 Parkings,N/A
812,"3/2 Derrima Road, Queanbeyan NSW 2620",Auction on 15/12/2018 at 11:30AM,3 Beds,2 Baths,2 Parkings,N/A
813,"27 Mayfield Street, Cessnock NSW 2325","$440,000",3 Beds,2 Baths,2 Parkings,809m² 
814,"4 Sapphire Crescent, Kelso NSW 2795","$439,000",4 Beds,1 Bath,2 Parkings,"1,124m² "
815,"8/2 Arika Avenue, Ocean Shores NSW 2483","$430,000",3 Beds,1 Bath,1 Parking,N/A
816,"42 Daniel Street, Cessnock NSW 2325","$430,000",3 Beds,2 Baths,2 Parkings,540m² 
817,"70 Lee Street, Maitland NSW 2320","$429,000-$445,000",4 Beds,1 Bath,− 0 Parkings,420m² 
818,"19 Hauteville Street, Thurgoona NSW 2640","$429,000",5 Beds,2 Baths,2 Parkings,738m² 
819,"6/45-47 Derrima Road, Queanbeyan NSW 2620","$429,000",3 Beds,2 Baths,1 Parking,162m² 
820,"12 KEFFORD STREET, Bathurst NSW 2795","$429,000",4 Beds,2 Baths,− 0 Parkings,683m² 
821,"14 Calga Crescent, Catalina NSW 2536","$425,000",3 Beds,2 Baths,2 Parkings,N/A
822,"21/41 Carinya Street, Queanbeyan NSW 2620","$420,000  - $450,000",3 Beds,2 Baths,1 Parking,179m² 
823,"70 Victoria Street, Katoomba NSW 2780","$420,000 - $460,000",3 Beds,1 Bath,1 Parking,556m² 
824,"25 Ada Street, Telarah NSW 2320","Price Guide $420,000 - $460,000",3 Beds,2 Baths,1 Parking,658m² 
825,"4/91-93 Hind Avenue, Forster NSW 2428","$410,000",3 Beds,1 Bath,1 Parking,N/A
826,"20 Ada Street, Telarah NSW 2320","$410,000",4 Beds,2 Baths,1 Parking,341m² 
827,"1/1A Doyle Place, Karabar NSW 2620","$399,500",3 Beds,2 Baths,1 Parking,N/A
828,"3/9 Dodsworth Street, Queanbeyan East NSW 2620","$399,000 - $409,000",2 Beds,1 Bath,1 Parking,N/A
829,"1/10 Charles Street, Queanbeyan NSW 2620","$395,000 - $410,000",3 Beds,1 Bath,2 Parkings,324m² 
830,"54 Derrima Road, Queanbeyan NSW 2620","$390,000  - $410,000",2 Beds,1 Bath,2 Parkings,N/A
831,"10/17 Preston Street, Jamisontown NSW 2750","$389,950",2 Beds,1 Bath,1 Parking,N/A
832,"41 Helen Street, Forster NSW 2428","$385,000",3 Beds,− 0 Baths,− 0 Parkings,486.9m² 
833,"33/3-7 Peel Street, Tuncurry NSW 2428","$380,000 - $390,000",3 Beds,1 Bath,1 Parking,N/A
834,"12/43 Erin Street, Queanbeyan NSW 2620","$380,000 - $400,000",2 Beds,2 Baths,1 Parking,N/A
835,"3/40 North Street, Forster NSW 2428","$380,000",2 Beds,1 Bath,1 Parking,N/A
836,"6/6 Doeberl Place, Karabar NSW 2620",Auction,3 Beds,2 Baths,2 Parkings,N/A
837,"322 Bimbadeen Avenue, East Albury NSW 2640","$375,000",3 Beds,1 Bath,2 Parkings,723m² 
838,"101/39 Head Street, Forster NSW 2428","$369,000",2 Beds,2 Baths,1 Parking,N/A
839,"5 Taylor Street, Maitland NSW 2320","$369,000",3 Beds,1 Bath,1 Parking,500m² 
840,"26 Regal Park Drive, Tamworth NSW 2340","$365,000",4 Beds,2 Baths,2 Parkings,896m² 
841,"34 Gale Street, Coramba NSW 2450","$395,000",3 Beds,1 Bath,2 Parkings,682m² 
842,"39 Evesham Place, Thurgoona NSW 2640","$390,000",3 Beds,2 Baths,2 Parkings,N/A
843,"5 Sandringham Court, Thurgoona NSW 2640","$355,000",3 Beds,2 Baths,2 Parkings,907.8m² 
844,"212/37 Pacific Drive, Port Macquarie NSW 2444","$385,000",3 Beds,1 Bath,1 Parking,N/A
845,"46/4 Ross Road, Queanbeyan NSW 2620","$350,000 - $380,000",2 Beds,2 Baths,2 Parkings,125m² 
846,"33 Ventura Close, Rutherford NSW 2320","Guide $350,000 - $380,000",3 Beds,1 Bath,1 Parking,584m² 
847,"1/125 Glengarvin Drive, Tamworth NSW 2340","$355,000",4 Beds,2 Baths,1 Parking,467m² 
848,"Arcadia, 54-56 Donnison Street West, West Gosford NSW 2250",From $340k to $820k for Penthouses,2 Beds,2 Baths,1 Parking,N/A
849,"25 Melbee Street, Rutherford NSW 2320","$339,000",3 Beds,1 Bath,− 0 Parkings,544m² 
850,"908 Padman Drive, West Albury NSW 2640","$339,000",4 Beds,2 Baths,2 Parkings,803m² 
851,"19 Marcia Street, Coffs Harbour NSW 2450","$325,000",3 Beds,1 Bath,− 0 Parkings,465m² 
852,"16/9 Stornaway Road, Queanbeyan NSW 2620","$315,000 - $330,000",1 Bed,1 Bath,− 0 Parkings,N/A
853,"17 Hilda Lane, Tamworth NSW 2340","$330,000",5 Beds,2 Baths,1 Parking,N/A
854,"16/9 Stornaway Road, Queanbeyan NSW 2620","$314,000",1 Bed,1 Bath,− 0 Parkings,N/A
855,"1/10A SugarGum Road, Thurgoona NSW 2640","$310,000",3 Beds,1 Bath,3 Parkings,N/A
856,"8 WATTLE WAY, West Albury NSW 2640","$297,000",3 Beds,1 Bath,2 Parkings,751m² 
857,Googong NSW 2620,"$291,500 - $355,000",N/A,N/A,0,N/A
858,Googong NSW 2620,"$291,500 - $355,000",N/A,N/A,0,N/A
859,"21/3a Stornaway Road, Queanbeyan NSW 2620","$290,000 - $309,000",1 Bed,1 Bath,1 Parking,N/A
860,"19 Casino Road, Junction Hill NSW 2460","$289,000",3 Beds,1 Bath,1 Parking,638m² 
861,"9/9 Stornaway Road, Queanbeyan NSW 2620","$285,000",1 Bed,1 Bath,1 Parking,N/A
862,"95 Kosciuszko Road, Thurgoona NSW 2640","$275,000",3 Beds,1 Bath,1 Parking,684m² 
863,"18/4 Ross Road, Queanbeyan NSW 2620","$274,000 - $290,000",1 Bed,1 Bath,1 Parking,83m² 
864,"3/637 Jones Street, Albury NSW 2640","$270,000",1 Bed,1 Bath,1 Parking,306m² 
865,"13/12 King Street, Queanbeyan NSW 2620","$268,000 - $272,000",2 Beds,1 Bath,1 Parking,N/A
866,"1079 Tobruk Street, North Albury NSW 2640","$265,000",3 Beds,1 Bath,2 Parkings,696m² 
867,"35/86 Derrima Road, Queanbeyan NSW 2620","$259,000",2 Beds,1 Bath,1 Parking,N/A
868,"63 Flinders Street, Tamworth NSW 2340","$268,000",3 Beds,1 Bath,− 0 Parkings,604m² 
869,"1/12 Bizet Place, Glenroy NSW 2640","$249,950",2 Beds,1 Bath,1 Parking,N/A
870,"3/7 Brereton Street, Queanbeyan NSW 2620","$245,000-$255,000",2 Beds,1 Bath,1 Parking,N/A
871,"23/18 Booth Street, Queanbeyan East NSW 2620","$240,000 - $250,000",2 Beds,1 Bath,1 Parking,N/A
872,"13 Lake View Way, Tallwoods Village NSW 2430","$229,000",752m² ,N/A,0,N/A
873,"2 Brewery Lane, Tamworth NSW 2340","$235,000",3 Beds,1 Bath,1 Parking,948.5m² 
874,"60/12 Goldens Road, Forster NSW 2428","$219,000",2 Beds,1 Bath,1 Parking,N/A
875,"9/63 Donald Street, Queanbeyan NSW 2620","$209,000-$229,000",2 Beds,1 Bath,1 Parking,N/A
876,"Talawong dr, Taree NSW 2430","$189,000 to $199,000",960m² ,N/A,0,N/A
877,"25/56 Henderson Road, Queanbeyan NSW 2620","$169,000-$175,000",1 Bed,1 Bath,− 0 Parkings,N/A
878,"3/189 Union Road, North Albury NSW 2640","$160,000",2 Beds,2 Baths,1 Parking,N/A
879,"18/9 Macquoid Street, Queanbeyan NSW 2620","$159,000-$169,000",1 Bed,1 Bath,− 0 Parkings,N/A
880,"8 Ibis Street, Tamworth NSW 2340","$140,000",700m² ,N/A,0,N/A
881,"The Outlook Estate, Tamworth NSW 2340","Price Guide $132,000 to $142,000",842m² ,N/A,0,N/A
882,"62 Hanley Lane, Gundagai NSW 2722","$125,000",3 Beds,1 Bath,− 0 Parkings,973m² 
883,"13/1246 Federal Highway, Sutton NSW 2620","$110,000",2 Beds,1 Bath,− 0 Parkings,N/A
884,"4/65 Macquoid Street, Queanbeyan NSW 2620",Auction,2 Beds,1 Bath,2 Parkings,191m² 
885,"77 Diamond Beach Road, Red Head NSW 2430","$995,000",5 Beds,3 Baths,7 Parkings,10.12ha 
886,"21 Ulmarra Ave, Camden South NSW 2570","$870,000-$950,000",4 Beds,2 Baths,2 Parkings,N/A
887,Elderslie NSW 2570,"$749,000 - $779,000",4 Beds,2 Baths,2 Parkings,500m² 
888,"21 Darkum Rd, Mullaway NSW 2456","$699,000",4 Beds,2 Baths,2 Parkings,922.6m² 
889,"31 Coastal View Drive, Tallwoods Village NSW 2430","$649,000",3 Beds,3 Baths,3 Parkings,780m² 
890,"1/63 Bay Road, Blue Bay NSW 2261","$650,000  - $699,000",3 Beds,1 Bath,2 Parkings,N/A
891,"31 Northcote Road, Leura NSW 2780","$595,000  - $630,000",2 Beds,1 Bath,1 Parking,466m² 
892,"5/1A North Street, Tuncurry NSW 2428","$539,000",3 Beds,2 Baths,2 Parkings,335m² 
893,"19 Woodcourt Street, Ambarvale NSW 2560","$530,000 - $550,000",3 Beds,2 Baths,3 Parkings,631m² 
894,"62 Campbell Road, Tamworth NSW 2340",By Negotiation,4 Beds,2 Baths,2 Parkings,"1,631m² "
895,"10/179 Gertrude Street, Gosford NSW 2250",New To Market,2 Beds,1 Bath,1 Parking,N/A
896,"21 Gungurru Close, Tamworth NSW 2340","$350,000",3 Beds,2 Baths,1 Parking,450m² 
897,"2/353 Rankin Street, Bathurst NSW 2795","$325,000",2 Beds,1 Bath,1 Parking,147m² 
898,"1/28 Prospect Street, South Bathurst NSW 2795","$325,000",3 Beds,1 Bath,1 Parking,465m² 
899,"62 Gordon Street, Inverell NSW 2360","PRICEGUIDE $270,000",3 Beds,1 Bath,1 Parking,810m² 
900,"28 Sickles Drive, Grasmere NSW 2570","$1,580,000 to $1,680,000",4 Beds,3 Baths,3 Parkings,"4,000m² "
901,"134 Elizabeth Drive, Tamworth NSW 2340","$619,000",3 Beds,2 Baths,3 Parkings,1.6ha 
902,"35A Johnston Street, Tamworth NSW 2340","$399,000",3 Beds,2 Baths,1 Parking,474m² 
903,"501 Regina Avenue, North Albury NSW 2640","$379,000",4 Beds,2 Baths,2 Parkings,796m² 
904,"20/5 Crag Road, Batehaven NSW 2536",By Negotiation,2 Beds,1 Bath,1 Parking,N/A
905,"331 Grono Farm Road, Wilberforce NSW 2756",Contact Agent,10.62ha ,N/A,0,N/A
906,"286 Windsor Street, Richmond NSW 2753",Auction,8 Beds,2 Baths,− 0 Parkings,"1,535m² "
907,"9 Avon Place, Windsor Downs NSW 2756",Price on request,6 Beds,3 Baths,3 Parkings,16.79ha 
908,"141 Carrington Road, Londonderry NSW 2753",Expressions of Interest,4 Beds,2 Baths,− 0 Parkings,2.38ha 
909,"93 Sealy Lookout Drive, Korora NSW 2450",By Negotiation,5 Beds,4 Baths,4 Parkings,1.11ha 
910,"46 Mays Road, Runnyford NSW 2536",Sale By Tender,6 Beds,3 Baths,8 Parkings,60.7ha 
911,"103 Newman Avenue, Blueys Beach NSW 2428",Price Upon Application,4 Beds,3 Baths,2 Parkings,716m² 
912,"484 Watagan Creek Road, Laguna NSW 2325",E.O.I Submissions Closing 19/2/19,15.05ha ,N/A,0,N/A
913,"52 Mileham Street, Windsor NSW 2756",Expressions of Interest,1 Bed,1 Bath,− 0 Parkings,1.03ha 
914,Mount Hunter NSW 2570,Tender by 25th January,9 Beds,5 Baths,6 Parkings,32.78ha 
915,"54 Ladbury Avenue, Penrith NSW 2750",CONTACT AGENT,3 Beds,3 Baths,1 Parking,835m² 
916,"""Yarrawonga"", Denman NSW 2328",$1.8m,575ha ,N/A,0,N/A
917,"63 Wavehill Avenue, Windsor Downs NSW 2756","$1,690,000  - $1,750,000",6 Beds,3 Baths,4 Parkings,"4,020m² "
918,"23 Stannix Park Road, Wilberforce NSW 2756","$1,650,000 - $1,700,000",6 Beds,3 Baths,10 Parkings,2.19ha 
919,"23 James Ruse Close, Windsor NSW 2756","Price Guide $1,550,000",5 Beds,4 Baths,2 Parkings,"3,576m² "
920,"395 Wattle Tree Road, Holgate NSW 2250","$1,550,000",4 Beds,3 Baths,4 Parkings,2.11ha 
921,"10 Caroles Rd, Orangeville NSW 2570",Just Listed,3 Beds,2 Baths,4 Parkings,5.93ha 
922,"79 South Street, Gundagai NSW 2722",Contact Agent,276.4ha ,N/A,0,N/A
923,"9 Beachfront Close, Sapphire Beach NSW 2450",Expressions Of Interest Closing @ 3pm January 31,5 Beds,4 Baths,3 Parkings,N/A
924,"38 Willows Road, Gresford NSW 2311","$1,450,000",21.04ha ,N/A,0,N/A
925,"219B Beach Road, Denhams Beach NSW 2536",By Negotiation Contact Agent,4 Beds,3 Baths,2 Parkings,N/A
926,"1023B Coramba Road, Karangi NSW 2450","$1,395,000",N/A,N/A,0,N/A
927,"54 Nutt Road, Londonderry NSW 2753",JUST LISTED,4 Beds,1 Bath,2 Parkings,1.99ha 
928,"9 Hill Street, Austinmer NSW 2515",Contact Agent,5 Beds,3 Baths,2 Parkings,556m² 
929,"78 Moodys Road, Bonville NSW 2450","$1,295,000",5 Beds,3 Baths,2 Parkings,3.23ha 
930,"56 Sandy Place, Long Beach NSW 2536","$1,275,000",4 Beds,3 Baths,2 Parkings,"1,425m² "
931,"166 Eglinford Lane, Congewai NSW 2325","$1,270,000 - $1,350,000",70.97ha ,N/A,0,N/A
932,"12/6 Solitary Islands Way, Sapphire Beach NSW 2450","$1,250,000 - $1,300,000",3 Beds,2 Baths,2 Parkings,N/A
933,"699B George Street, South Windsor NSW 2756","$1,250,000 - $1,300,000",4 Beds,4 Baths,7 Parkings,"5,718m² "
934,"17 Moorhen Street, Pitt Town NSW 2756",Contact Agent,4 Beds,2 Baths,2 Parkings,692m² 
935,"Lot 3 Rowsells Road, Korora NSW 2450","$1,225,000 - $1,275,000",5 Beds,3 Baths,10 Parkings,1.36ha 
936,"27 Illawong Avenue, Caringbah South NSW 2229",By Negotiation,3 Beds,1 Bath,2 Parkings,N/A
937,"35 Timbertops Drive, Coffs Harbour NSW 2450","$1,150,000 - $1,200,000",5 Beds,2 Baths,4 Parkings,956m² 
938,"6/57 Werrina Parade, Blue Bay NSW 2261",$1.195M,4 Beds,3 Baths,1 Parking,N/A
939,"148 Boundary Road, Glossodia NSW 2756","$1,100,000",4 Beds,2 Baths,5 Parkings,"4,000m² "
940,"18 Yakalla Street, Shelly Beach NSW 2261",Price on request,4 Beds,3 Baths,2 Parkings,603m² 
941,"14 Plover Close, Sussex Inlet NSW 2540","$1,100,000 -$1,200,000",5 Beds,3 Baths,4 Parkings,947m² 
942,"67A Nirvana Street, Long Jetty NSW 2261",Price on request,3 Beds,2 Baths,2 Parkings,N/A
943,"63 Ladbury Avenue, Penrith NSW 2750","$1,089,000 - $1,129,000",4 Beds,2 Baths,3 Parkings,834m² 
944,"23 Llanrian Drive, Singleton NSW 2330","$1,100,000",6 Beds,4 Baths,3 Parkings,"5,118m² "
945,"47 TALLAWANG AVENUE, Malua Bay NSW 2536",AUCTION,3 Beds,2 Baths,1 Parking,563m² 
946,"31 Hayward Road, Wandandian NSW 2540","$990,000",4 Beds,2 Baths,5 Parkings,9995.7353574m² 
947,"79A King Road, Wilberforce NSW 2756","$990,000 - $1,050,000",4 Beds,2 Baths,2 Parkings,"1,739m² "
948,"28 Kratz Drive, Coffs Harbour NSW 2450","$989,000",6 Beds,3 Baths,2 Parkings,773m² 
949,"25 Koloona Drive, Tapitallee NSW 2540","$976,500",6 Beds,3 Baths,6 Parkings,"4,047m² "
950,"53 Power Ridge, Oran Park NSW 2570","$975,450",4 Beds,2 Baths,2 Parkings,525m² 
951,"97 Hammond Drive, Clothiers Creek NSW 2484","$950,000",3 Beds,1 Bath,3 Parkings,4.9ha 
952,"Putty Road, Garland Valley NSW 2330","$950,000",488.86ha ,N/A,0,N/A
953,"9 Teal Place, Sussex Inlet NSW 2540","$950,000",3 Beds,2 Baths,4 Parkings,686m² 
954,"7 Taren Road, Caringbah NSW 2229",Contact Agent,3 Beds,1 Bath,1 Parking,588.1m² 
955,"66 Palana Street, Surfside NSW 2536","$899,000",5 Beds,4 Baths,1 Parking,607m² 
956,"9 Berger Road, South Windsor NSW 2756",Contact Agent,4 Beds,2 Baths,2 Parkings,615m² 
957,"35D Rickards Road, Sandy Beach NSW 2456","$899,000 - $988,000",4 Beds,1 Bath,4 Parkings,N/A
958,"12 Eggeling Street, Erina NSW 2250","$895,000 - $945,000",4 Beds,2 Baths,3 Parkings,630m² 
959,"25 Tongarra Drive, Ocean Shores NSW 2483","$895,000",4 Beds,2 Baths,2 Parkings,905m² 
960,"18 Calder Cl, Vincentia NSW 2540","$890,000",3 Beds,2 Baths,2 Parkings,500m² 
961,"152 River Park Road, Port Macquarie NSW 2444",Auction: Saturday 2 February 10.30am,3 Beds,2 Baths,2 Parkings,630m² 
962,"10 Narran Place, Tamworth NSW 2340","$880,000",4 Beds,2 Baths,7 Parkings,"3,820m² "
963,"15 Rouse Avenue, Cambewarra NSW 2540","$875,000 - $910,000",4 Beds,3 Baths,6 Parkings,"2,099m² "
964,"6 Ocean Drive, Safety Beach NSW 2456",Auction,3 Beds,2 Baths,1 Parking,670.3m² 
965,"39 Lawler Drive, Oran Park NSW 2570","$830,000 - $870,000",4 Beds,2 Baths,2 Parkings,573.1m² 
966,"40 Brunderee Road, Flinders NSW 2529","$829,000",4 Beds,2 Baths,2 Parkings,474m² 
967,"87 Wamara Crescent, Forster NSW 2428","$829,000",4 Beds,2 Baths,2 Parkings,518m² 
968,"54 Iluka Avenue, Malua Bay NSW 2536",Auction on Sat 9th Feb at 11:00 am,3 Beds,2 Baths,1 Parking,556.4m² 
969,"17 Brennan Road, Elderslie NSW 2570","$825,000 - $855,000",4 Beds,2 Baths,2 Parkings,N/A
970,"59 Osterley Avenue, Orient Point NSW 2540","$825,000",3 Beds,1 Bath,− 0 Parkings,992m² 
